nivel_carrera,simoleons,nivel_habilidad,num_amigos,tiene_pareja,num_mascotas,horas_ocio,num_hijos,nivel_social,horas_trabajo,nivel_fitness,tiene_enemigos,moodlets_positivos,moodlets_negativos,num_logros,aspiracion,rasgo,carrera,etapa_vida,tipo_hogar,mundo,animo_score,feliz
10,42188,3,3,1,1,6.5,5,7,5.4,10,0,8,4,19,Familia,Creativo,Ingeniería,Adulto,Departamento,Windenburg,89.2,1
10,72353,8,10,0,4,3.0,2,5,5.3,1,1,10,6,49,Creatividad,Perezoso,Tecnología,Adulto_Mayor,Compartido,Windenburg,84.5,1
9,33432,0,15,1,2,9.9,0,3,2.1,0,0,0,0,45,Conocimiento,Perezoso,Tecnología,Adulto_Mayor,Departamento,Pleasantview,68.3,0
7,24300,10,3,1,0,4.4,5,6,2.3,2,0,1,7,45,Riqueza,Bromista,Atletismo,Niño,Casa_Propia,Del_Sol_Valley,52.6,0
8,47862,8,4,0,3,8.7,3,1,10.3,3,1,4,1,46,Familia,Ermitaño,Medicina,Adulto_Mayor,Departamento,Pleasantview,62.5,0
10,9254,7,3,0,4,5.9,5,1,11.9,10,0,0,2,18,Amor,Creativo,Medicina,Adolescente,Compartido,Del_Sol_Valley,63.6,0
8,56428,10,17,1,1,3.4,4,10,11.4,10,1,1,3,40,Familia,Alegre,Arte,Adolescente,Casa_Propia,Del_Sol_Valley,72.5,1
3,71144,5,2,1,3,2.9,4,6,2.5,5,1,1,1,14,Familia,Perezoso,Educación,Adulto_Mayor,Casa_Propia,Windenburg,36.3,0
2,15458,3,19,0,1,6.9,2,9,3.5,9,0,6,7,22,Naturaleza,Ermitaño,Ingeniería,Adulto_Mayor,Casa_Familiar,Del_Sol_Valley,40.8,0
10,40725,5,18,1,2,3.4,5,5,1.5,10,1,5,7,49,Familia,Creativo,Tecnología,Adolescente,Casa_Propia,Del_Sol_Valley,88.3,1
2,27856,0,8,0,0,9.4,5,9,8.4,5,0,5,4,7,Creatividad,Sociable,Ingeniería,Niño,Compartido,Del_Sol_Valley,67.4,0
10,12515,10,14,0,1,8.6,5,6,0.1,2,1,6,6,19,Familia,Sociable,Negocios,Adolescente,Departamento,San_Myshuno,66.2,0
10,13244,5,3,0,3,11.1,3,7,8.2,9,0,4,5,41,Naturaleza,Ambicioso,Derecho,Adulto_Joven,Departamento,Del_Sol_Valley,85.5,1
1,47999,0,3,1,4,1.9,3,7,3.2,5,1,4,8,31,Creatividad,Artístico,Tecnología,Niño,Departamento,San_Myshuno,48.9,0
9,54765,6,13,0,1,12.4,4,3,8.6,8,0,3,2,8,Riqueza,Ambicioso,Educación,Adolescente,Departamento,Del_Sol_Valley,84.7,1
6,56075,5,13,0,0,7.3,1,8,2.2,5,1,6,1,21,Fama,Sociable,Medicina,Niño,Compartido,Pleasantview,46.0,0
4,6659,10,6,0,3,9.1,0,1,11.2,10,1,2,4,11,Amor,Bromista,Educación,Adulto_Mayor,Casa_Familiar,Oasis_Springs,45.5,0
6,2673,8,10,1,3,13.7,4,7,1.3,9,0,9,3,15,Atletismo,Sociable,Derecho,Adolescente,Departamento,Oasis_Springs,99.2,1
5,12108,3,11,1,1,7.3,2,5,0.4,4,0,6,9,12,Amor,Alegre,Educación,Adolescente,Casa_Propia,Del_Sol_Valley,49.2,0
9,79133,0,11,1,0,12.3,0,1,1.4,0,0,9,9,19,Amor,Ermitaño,Tecnología,Adulto_Joven,Casa_Propia,Oasis_Springs,80.0,1
5,64453,4,5,1,1,4.5,5,3,2.9,5,0,9,6,25,Naturaleza,Ambicioso,Medicina,Niño,Compartido,Oasis_Springs,78.8,1
2,49202,9,17,0,2,11.6,2,10,8.2,4,1,1,2,31,Amor,Bromista,Derecho,Adulto_Joven,Casa_Familiar,San_Myshuno,68.0,0
4,3200,7,12,0,0,13.1,3,5,5.3,6,0,3,3,0,Familia,Bromista,Ingeniería,Adulto_Mayor,Casa_Propia,Windenburg,56.5,0
6,2652,9,9,1,2,2.6,2,9,5.5,2,0,4,0,20,Familia,Perezoso,Negocios,Adulto_Mayor,Compartido,Windenburg,76.6,1
5,39334,9,10,0,1,7.0,2,8,7.1,4,0,6,3,27,Riqueza,Alegre,Derecho,Adolescente,Casa_Propia,Del_Sol_Valley,85.4,1
6,86193,5,6,1,0,12.5,5,9,8.1,8,0,1,2,39,Amor,Ermitaño,Negocios,Niño,Casa_Propia,San_Myshuno,74.9,1
10,11178,8,7,1,0,5.0,4,8,8.6,2,1,5,1,31,Naturaleza,Artístico,Educación,Adulto,Casa_Familiar,San_Myshuno,81.8,1
4,58567,9,16,0,0,9.7,2,2,5.1,4,1,3,6,42,Atletismo,Sociable,Negocios,Adulto_Mayor,Departamento,Del_Sol_Valley,59.3,0
9,57268,1,2,1,3,1.4,3,7,1.5,10,1,7,7,44,Riqueza,Bromista,Atletismo,Adulto_Mayor,Departamento,Pleasantview,62.1,0
10,96329,1,3,1,1,4.2,3,6,1.1,0,1,7,2,27,Fama,Bromista,Ingeniería,Adulto_Joven,Casa_Propia,Windenburg,69.3,0
9,29837,2,3,0,1,9.2,0,10,3.1,7,1,10,1,32,Creatividad,Bromista,Educación,Adulto_Joven,Casa_Familiar,Pleasantview,70.2,1
6,28193,10,19,0,1,6.2,5,10,2.1,0,1,5,9,0,Riqueza,Creativo,Tecnología,Adulto,Casa_Familiar,San_Myshuno,62.2,0
10,60368,9,17,0,0,9.2,3,6,4.6,7,0,5,4,36,Fama,Artístico,Medicina,Adulto,Casa_Familiar,Pleasantview,88.1,1
5,41320,0,19,0,1,7.7,0,10,11.9,1,0,0,5,45,Riqueza,Ambicioso,Tecnología,Adulto,Casa_Propia,Windenburg,63.2,0
3,17245,10,6,1,4,13.0,4,10,3.6,1,0,9,10,1,Atletismo,Alegre,Arte,Adolescente,Casa_Propia,San_Myshuno,79.1,1
9,66328,0,7,0,2,1.7,4,4,11.3,0,1,1,4,17,Fama,Ambicioso,Medicina,Adulto_Mayor,Casa_Familiar,Windenburg,58.8,0
10,96008,8,5,1,3,8.7,3,4,7.7,3,1,0,0,38,Atletismo,Alegre,Atletismo,Niño,Compartido,Pleasantview,75.6,1
2,91407,5,16,1,2,6.4,4,9,0.6,3,1,6,4,31,Atletismo,Alegre,Ingeniería,Niño,Departamento,Oasis_Springs,89.0,1
4,10207,7,15,0,0,13.0,5,7,9.1,3,1,7,10,16,Conocimiento,Artístico,Atletismo,Adulto,Casa_Propia,San_Myshuno,52.6,0
3,79138,8,19,0,3,12.0,3,5,8.6,9,1,1,2,35,Amor,Perezoso,Derecho,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,60.6,0
9,70075,9,5,0,2,4.4,0,10,8.4,0,0,8,7,16,Atletismo,Sociable,Educación,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,70.4,1
3,64338,7,19,1,1,11.7,5,1,1.7,7,0,8,10,50,Fama,Creativo,Ingeniería,Adulto_Mayor,Casa_Propia,San_Myshuno,71.3,1
7,46524,5,19,1,0,8.1,2,7,0.2,1,0,7,1,14,Riqueza,Bromista,Negocios,Adulto_Mayor,Departamento,Willow_Creek,78.6,1
10,79572,6,2,1,3,4.1,3,10,9.9,2,0,8,7,25,Fama,Artístico,Negocios,Adulto,Departamento,San_Myshuno,81.6,1
10,57056,10,7,1,2,1.3,1,9,8.9,9,0,5,1,0,Conocimiento,Perezoso,Atletismo,Niño,Departamento,Willow_Creek,89.5,1
9,9574,8,3,1,3,2.3,0,4,7.0,1,0,3,9,10,Atletismo,Creativo,Atletismo,Niño,Departamento,Willow_Creek,60.9,0
6,13037,6,20,0,2,8.8,5,9,9.1,9,0,10,9,9,Amor,Alegre,Atletismo,Niño,Departamento,Willow_Creek,72.2,1
7,72446,6,10,0,3,7.0,4,3,6.9,2,0,9,10,46,Atletismo,Alegre,Ingeniería,Adulto,Departamento,Oasis_Springs,70.5,1
8,40653,3,0,1,3,1.9,2,1,7.1,9,0,2,5,36,Amor,Alegre,Negocios,Adulto,Casa_Familiar,Del_Sol_Valley,64.5,0
4,57905,9,11,0,4,12.5,2,9,11.5,8,0,2,8,6,Creatividad,Ermitaño,Educación,Adulto,Casa_Familiar,Del_Sol_Valley,58.7,0
6,80587,7,3,0,4,8.1,2,9,1.7,8,1,4,5,31,Familia,Ambicioso,Ingeniería,Niño,Casa_Propia,Del_Sol_Valley,66.0,0
5,27498,1,7,0,4,13.5,5,8,3.6,1,0,9,6,46,Riqueza,Artístico,Derecho,Adolescente,Compartido,Del_Sol_Valley,72.4,1
9,89285,8,12,1,4,3.9,1,9,1.3,10,1,0,7,24,Conocimiento,Ermitaño,Tecnología,Adolescente,Compartido,Pleasantview,68.7,0
6,23931,10,1,1,4,2.6,4,4,2.8,8,0,6,10,17,Atletismo,Ermitaño,Ingeniería,Adulto,Departamento,Del_Sol_Valley,69.6,0
5,44849,7,19,0,1,12.2,0,2,10.1,4,0,10,4,22,Amor,Ambicioso,Tecnología,Niño,Casa_Propia,Del_Sol_Valley,63.9,0
6,28898,9,9,0,3,10.5,0,8,8.6,9,1,1,9,34,Creatividad,Sociable,Medicina,Adulto_Mayor,Casa_Familiar,San_Myshuno,64.6,0
2,69946,8,13,1,2,3.0,1,4,6.8,10,1,5,7,45,Creatividad,Sociable,Tecnología,Niño,Departamento,Pleasantview,69.8,0
3,12375,9,5,0,1,4.9,2,1,2.5,7,0,9,5,24,Familia,Alegre,Tecnología,Adulto_Joven,Casa_Propia,San_Myshuno,72.1,1
9,33449,6,16,1,0,4.5,2,4,5.8,4,1,7,9,2,Fama,Bromista,Educación,Adulto_Mayor,Casa_Familiar,San_Myshuno,67.0,0
2,27398,3,9,0,0,9.9,0,6,6.7,5,1,4,5,34,Naturaleza,Perezoso,Tecnología,Niño,Casa_Familiar,Pleasantview,57.1,0
7,72178,5,10,0,4,3.0,2,7,1.5,8,1,0,1,22,Amor,Ambicioso,Negocios,Adulto,Departamento,Willow_Creek,70.6,1
10,7218,10,5,0,3,1.1,5,3,0.9,2,0,0,7,15,Riqueza,Perezoso,Atletismo,Adulto_Joven,Departamento,San_Myshuno,47.8,0
7,64491,7,3,0,4,11.5,1,4,2.2,5,1,6,0,46,Riqueza,Artístico,Arte,Adulto_Mayor,Departamento,Willow_Creek,83.0,1
7,67307,1,9,0,2,0.2,0,6,9.5,7,1,4,8,47,Atletismo,Alegre,Atletismo,Adulto_Joven,Casa_Propia,Oasis_Springs,43.5,0
8,72693,4,6,0,0,8.5,0,9,6.8,7,0,9,0,47,Amor,Artístico,Negocios,Adulto_Mayor,Casa_Propia,Windenburg,89.9,1
2,51278,0,12,0,2,4.3,2,4,7.8,5,1,4,2,8,Amor,Bromista,Derecho,Adulto_Joven,Departamento,Del_Sol_Valley,55.8,0
2,64705,9,12,1,4,5.9,5,5,1.3,4,0,2,8,50,Naturaleza,Artístico,Ingeniería,Niño,Departamento,Willow_Creek,76.3,1
10,12855,4,7,1,3,0.9,1,8,3.8,0,1,7,3,16,Naturaleza,Perezoso,Tecnología,Adulto,Casa_Propia,Pleasantview,57.3,0
5,55346,0,2,1,1,2.3,3,2,2.8,8,0,4,9,19,Naturaleza,Alegre,Educación,Adulto_Mayor,Casa_Propia,Del_Sol_Valley,58.8,0
5,69750,10,4,1,3,7.0,2,7,9.4,10,1,3,9,30,Creatividad,Artístico,Derecho,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,67.5,0
2,24837,9,5,1,3,5.4,3,2,1.7,8,1,9,2,34,Atletismo,Bromista,Arte,Adulto_Mayor,Casa_Familiar,Del_Sol_Valley,76.2,1
8,17883,10,8,0,1,6.3,4,8,3.2,8,0,8,10,31,Atletismo,Sociable,Ingeniería,Adulto_Mayor,Departamento,Oasis_Springs,80.2,1
1,29974,3,15,1,2,0.1,0,10,8.3,7,1,8,7,36,Amor,Perezoso,Tecnología,Adulto,Compartido,San_Myshuno,54.2,0
2,49539,5,5,1,4,13.0,0,8,7.9,0,1,10,7,41,Atletismo,Perezoso,Educación,Adulto,Casa_Propia,Pleasantview,62.0,0
3,4874,5,15,1,2,7.3,5,6,10.5,8,0,4,8,9,Atletismo,Alegre,Derecho,Adulto_Joven,Casa_Familiar,Windenburg,62.9,0
10,92019,8,1,0,4,6.1,1,8,10.2,4,0,2,6,1,Conocimiento,Ambicioso,Medicina,Adulto_Mayor,Casa_Familiar,Windenburg,71.7,1
10,65310,9,13,1,3,12.1,2,6,10.1,1,0,4,9,12,Naturaleza,Bromista,Ingeniería,Adolescente,Casa_Propia,Windenburg,95.0,1
1,76116,5,13,1,0,0.9,5,10,9.0,6,0,0,1,21,Familia,Ermitaño,Derecho,Adulto_Joven,Casa_Propia,San_Myshuno,71.8,1
2,84908,5,16,1,2,6.3,5,2,1.8,1,1,10,6,4,Atletismo,Ambicioso,Negocios,Niño,Departamento,Del_Sol_Valley,66.2,0
10,58456,1,13,0,2,8.1,1,5,6.5,9,1,8,8,24,Familia,Sociable,Ingeniería,Niño,Casa_Propia,San_Myshuno,65.2,0
7,77109,2,6,1,3,3.9,5,6,1.4,7,1,1,7,21,Naturaleza,Ermitaño,Tecnología,Adulto_Joven,Departamento,Pleasantview,58.5,0
8,58534,7,6,1,4,3.6,1,8,6.0,6,0,4,5,12,Atletismo,Creativo,Derecho,Adulto,Compartido,San_Myshuno,84.7,1
6,77136,4,16,1,1,2.3,3,4,9.4,7,1,1,3,19,Creatividad,Ambicioso,Arte,Niño,Compartido,San_Myshuno,64.3,0
3,6512,1,20,0,3,9.9,1,3,6.1,2,0,6,8,32,Naturaleza,Alegre,Negocios,Niño,Casa_Propia,Windenburg,62.6,0
8,82461,1,10,0,4,9.4,1,3,4.1,5,0,6,5,9,Familia,Creativo,Tecnología,Niño,Departamento,Windenburg,71.6,1
2,42758,7,16,1,2,5.7,4,10,12.0,7,1,6,2,46,Fama,Artístico,Ingeniería,Adulto_Joven,Casa_Familiar,Pleasantview,91.6,1
1,47775,9,20,1,0,1.4,5,7,3.7,7,1,6,10,9,Amor,Ambicioso,Tecnología,Adolescente,Casa_Familiar,Willow_Creek,59.8,0
9,30781,2,18,0,4,2.6,5,9,2.2,5,1,4,6,21,Conocimiento,Ermitaño,Educación,Niño,Compartido,Del_Sol_Valley,66.5,0
4,40128,5,0,0,1,5.6,3,7,6.1,0,0,8,8,14,Fama,Ermitaño,Derecho,Adulto,Compartido,Pleasantview,40.5,0
1,47516,2,9,1,3,3.5,2,1,5.4,4,1,9,2,13,Atletismo,Ermitaño,Negocios,Adulto_Joven,Casa_Propia,Del_Sol_Valley,53.8,0
5,37169,8,12,0,3,10.3,2,8,4.1,10,1,1,0,30,Fama,Artístico,Negocios,Niño,Casa_Familiar,Willow_Creek,95.3,1
2,95148,7,10,0,3,1.1,5,9,3.3,6,0,9,1,29,Riqueza,Artístico,Educación,Adulto,Departamento,San_Myshuno,82.3,1
5,51243,3,12,0,3,5.5,0,10,11.9,7,1,6,1,34,Riqueza,Perezoso,Medicina,Adulto_Mayor,Compartido,Willow_Creek,67.1,0
7,78673,5,14,1,2,12.4,0,6,4.4,9,0,9,5,21,Naturaleza,Ermitaño,Arte,Adulto_Joven,Departamento,Pleasantview,75.4,1
4,95712,5,4,0,0,4.7,4,4,6.6,10,0,6,7,35,Creatividad,Alegre,Educación,Adulto_Mayor,Casa_Propia,Windenburg,70.4,1
1,61037,9,12,1,3,10.7,5,5,1.0,0,1,4,6,33,Atletismo,Artístico,Negocios,Adulto_Joven,Compartido,San_Myshuno,55.4,0
9,33802,5,14,0,2,4.2,1,8,5.6,8,0,8,0,16,Conocimiento,Creativo,Tecnología,Niño,Compartido,Pleasantview,82.6,1
6,70499,7,14,0,4,9.0,2,2,6.0,4,0,8,10,49,Conocimiento,Ambicioso,Derecho,Niño,Compartido,Willow_Creek,79.8,1
1,1203,5,12,1,1,7.8,1,9,4.2,2,0,0,4,16,Fama,Ambicioso,Educación,Niño,Casa_Familiar,Willow_Creek,69.6,0
6,73087,3,9,0,0,7.3,1,7,0.5,6,0,7,10,27,Riqueza,Perezoso,Derecho,Adolescente,Casa_Familiar,Del_Sol_Valley,56.5,0
10,982,6,7,0,0,2.1,2,5,6.3,10,1,2,10,24,Naturaleza,Bromista,Arte,Adolescente,Departamento,Willow_Creek,48.7,0
1,45692,8,2,1,3,0.7,4,6,0.5,5,1,1,8,43,Fama,Alegre,Educación,Adulto_Joven,Departamento,Pleasantview,47.9,0
8,27734,10,15,0,0,1.9,2,1,2.7,2,1,5,8,4,Familia,Perezoso,Educación,Adulto_Joven,Casa_Propia,Del_Sol_Valley,47.0,0
4,86649,0,17,0,3,10.6,1,9,11.3,9,1,3,3,18,Conocimiento,Creativo,Arte,Adulto_Mayor,Casa_Familiar,Pleasantview,70.3,1
8,64507,10,20,1,1,14.0,2,10,4.1,8,0,2,3,0,Amor,Alegre,Arte,Niño,Casa_Propia,Oasis_Springs,73.6,1
1,61769,8,8,0,0,3.6,0,4,5.0,6,0,4,8,39,Familia,Sociable,Atletismo,Adulto_Mayor,Casa_Propia,Willow_Creek,66.2,0
10,65534,3,4,1,1,3.7,2,7,6.3,0,1,5,2,47,Conocimiento,Perezoso,Educación,Adolescente,Compartido,Willow_Creek,64.0,0
10,73830,4,12,1,4,5.4,2,6,10.5,0,0,9,0,13,Amor,Creativo,Medicina,Adulto_Mayor,Casa_Familiar,San_Myshuno,90.4,1
6,16029,7,12,1,0,5.0,2,2,3.1,1,0,3,4,0,Creatividad,Sociable,Tecnología,Niño,Departamento,Pleasantview,63.9,0
3,1203,3,7,1,4,8.9,1,5,11.4,4,1,4,5,48,Fama,Ermitaño,Educación,Niño,Casa_Propia,Windenburg,45.7,0
2,93289,3,7,1,4,6.3,1,8,8.9,9,1,2,4,36,Creatividad,Ambicioso,Tecnología,Niño,Casa_Propia,Windenburg,57.2,0
7,53838,5,10,0,0,8.8,3,1,1.5,5,0,6,5,16,Amor,Ermitaño,Tecnología,Adolescente,Casa_Familiar,San_Myshuno,57.9,0
8,67012,7,8,0,1,1.4,5,6,9.1,5,1,6,2,10,Familia,Bromista,Derecho,Adulto_Mayor,Compartido,Pleasantview,59.4,0
7,36482,9,13,0,3,10.4,5,5,8.7,6,0,9,7,35,Amor,Ambicioso,Negocios,Adulto_Joven,Departamento,Oasis_Springs,91.4,1
5,84899,9,15,0,2,10.8,1,5,7.5,6,1,5,4,17,Fama,Perezoso,Negocios,Niño,Casa_Familiar,Pleasantview,79.7,1
8,5634,2,12,0,1,13.3,0,10,4.8,3,1,8,2,22,Naturaleza,Artístico,Derecho,Adulto,Casa_Propia,Del_Sol_Valley,70.0,1
8,44076,2,14,0,2,9.2,2,5,9.5,9,1,4,2,39,Fama,Sociable,Derecho,Adulto_Joven,Compartido,Del_Sol_Valley,71.2,1
4,64649,10,2,1,1,8.1,2,1,10.3,8,0,3,9,39,Fama,Sociable,Derecho,Adulto,Departamento,Oasis_Springs,63.7,0
8,46393,10,6,1,0,8.1,2,6,0.8,2,0,7,7,36,Amor,Ambicioso,Negocios,Adulto,Casa_Propia,Windenburg,72.5,1
2,92884,6,4,0,0,1.3,3,8,4.5,9,1,2,1,30,Amor,Creativo,Negocios,Adulto,Casa_Familiar,Pleasantview,62.4,0
9,937,7,16,0,4,4.6,1,9,6.5,7,0,10,0,1,Creatividad,Alegre,Ingeniería,Niño,Casa_Familiar,Del_Sol_Valley,92.0,1
6,73303,2,3,0,3,12.5,2,5,11.8,8,1,8,1,39,Conocimiento,Ambicioso,Tecnología,Adulto_Joven,Casa_Familiar,San_Myshuno,53.9,0
8,88131,6,18,1,4,12.4,0,4,5.9,10,1,3,1,39,Fama,Bromista,Derecho,Adulto,Casa_Propia,Pleasantview,93.8,1
7,8081,7,12,1,4,13.4,3,2,3.9,6,0,3,4,3,Familia,Creativo,Medicina,Adulto_Joven,Compartido,Windenburg,66.3,0
1,64141,3,3,0,0,9.4,2,3,1.2,7,1,6,7,19,Familia,Creativo,Derecho,Adulto_Mayor,Departamento,Willow_Creek,47.0,0
8,5763,8,8,1,2,3.1,0,7,7.3,4,1,6,7,4,Fama,Ambicioso,Medicina,Adulto_Mayor,Departamento,Windenburg,60.3,0
8,62487,4,1,0,1,11.6,5,6,9.7,0,0,6,0,21,Familia,Perezoso,Atletismo,Adulto_Mayor,Casa_Propia,Windenburg,72.4,1
1,34569,5,5,0,1,8.1,3,4,11.9,8,1,2,5,1,Conocimiento,Creativo,Atletismo,Adolescente,Compartido,Oasis_Springs,36.6,0
3,83193,0,12,1,1,1.3,1,10,7.7,9,0,9,3,16,Conocimiento,Creativo,Derecho,Adulto_Joven,Casa_Familiar,Oasis_Springs,87.8,1
8,23931,1,0,0,0,0.8,3,10,7.3,3,1,4,1,42,Atletismo,Alegre,Educación,Adulto_Mayor,Casa_Propia,San_Myshuno,71.1,1
4,37453,6,10,1,2,8.7,4,7,6.8,3,1,5,0,31,Riqueza,Ambicioso,Derecho,Adolescente,Compartido,Pleasantview,79.1,1
2,2854,8,16,1,0,9.2,3,6,9.1,3,0,3,5,39,Familia,Creativo,Educación,Adulto,Compartido,Pleasantview,85.6,1
9,73616,6,5,0,0,4.3,2,8,6.1,10,0,3,9,22,Familia,Bromista,Negocios,Adolescente,Compartido,Oasis_Springs,62.1,0
6,4103,8,1,1,1,13.1,0,5,3.3,2,1,1,2,36,Familia,Ermitaño,Negocios,Niño,Departamento,Oasis_Springs,50.3,0
4,67058,8,13,1,3,2.5,4,3,4.3,2,0,1,9,40,Atletismo,Ambicioso,Atletismo,Adolescente,Casa_Propia,Willow_Creek,83.5,1
6,34580,8,7,1,2,2.2,0,10,8.4,10,1,7,10,6,Naturaleza,Alegre,Derecho,Adulto_Mayor,Casa_Familiar,Oasis_Springs,72.9,1
4,94027,9,8,0,4,5.2,2,9,9.9,1,1,4,7,2,Fama,Alegre,Derecho,Adulto_Mayor,Compartido,Pleasantview,71.2,1
2,13440,8,9,0,4,7.0,4,3,7.4,6,1,7,7,47,Atletismo,Ambicioso,Derecho,Adulto_Mayor,Compartido,San_Myshuno,70.3,1
6,63816,9,12,0,1,6.5,1,1,8.7,8,1,7,8,23,Conocimiento,Sociable,Derecho,Adolescente,Compartido,San_Myshuno,74.6,1
10,19547,4,9,1,4,9.7,0,10,0.0,1,1,0,3,39,Riqueza,Perezoso,Educación,Adulto,Departamento,Willow_Creek,69.6,0
10,4544,4,6,0,1,2.8,4,10,11.6,1,0,6,5,35,Naturaleza,Ambicioso,Tecnología,Adolescente,Departamento,Windenburg,59.0,0
7,86965,5,2,1,0,7.3,1,8,2.2,10,1,7,8,38,Fama,Ambicioso,Negocios,Niño,Compartido,Willow_Creek,59.3,0
2,88266,5,20,1,4,7.0,1,6,3.2,8,0,10,6,10,Familia,Ambicioso,Medicina,Adolescente,Casa_Familiar,Oasis_Springs,78.6,1
3,99369,7,14,1,1,12.7,2,6,3.1,10,1,7,1,31,Naturaleza,Perezoso,Ingeniería,Niño,Departamento,Willow_Creek,80.6,1
4,18801,6,13,0,1,11.3,5,1,3.4,6,1,6,2,25,Naturaleza,Artístico,Tecnología,Adulto,Casa_Propia,Del_Sol_Valley,78.2,1
1,80478,1,4,0,3,12.3,2,4,2.2,3,0,8,6,38,Naturaleza,Alegre,Tecnología,Adulto,Casa_Propia,Oasis_Springs,66.1,0
2,49082,4,0,1,4,12.3,0,4,0.3,3,1,8,0,26,Atletismo,Sociable,Arte,Niño,Compartido,Windenburg,56.9,0
8,23353,6,13,0,3,1.4,0,1,11.4,4,0,2,0,2,Riqueza,Artístico,Derecho,Niño,Casa_Propia,Willow_Creek,74.4,1
5,39425,0,18,1,0,7.1,3,1,5.0,9,0,7,7,43,Riqueza,Artístico,Arte,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,81.0,1
9,17666,1,7,1,1,12.2,2,10,1.8,0,1,4,1,33,Amor,Perezoso,Derecho,Niño,Departamento,San_Myshuno,63.1,0
1,61661,10,2,1,2,11.6,1,1,5.4,8,0,2,1,13,Conocimiento,Perezoso,Educación,Adulto_Mayor,Departamento,Pleasantview,65.1,0
1,57890,9,10,0,4,12.8,2,7,6.8,8,1,5,10,21,Familia,Artístico,Negocios,Adulto_Joven,Casa_Propia,Willow_Creek,58.5,0
7,17277,6,20,0,0,0.6,3,10,9.0,10,0,0,10,7,Conocimiento,Sociable,Derecho,Adulto_Joven,Departamento,Windenburg,46.6,0
3,78413,1,9,0,2,5.9,1,6,6.1,5,0,0,4,7,Riqueza,Perezoso,Medicina,Niño,Compartido,Oasis_Springs,48.3,0
3,56517,2,7,1,4,1.6,0,3,7.8,0,1,4,10,43,Amor,Ambicioso,Tecnología,Adulto,Casa_Familiar,San_Myshuno,37.4,0
7,65779,8,20,0,2,1.7,3,7,2.3,6,1,6,1,48,Fama,Sociable,Medicina,Adulto,Compartido,Windenburg,86.0,1
10,13537,8,5,0,1,7.8,2,2,10.3,5,1,8,7,14,Fama,Alegre,Negocios,Adulto,Compartido,Windenburg,68.3,0
5,80395,2,7,0,4,13.8,4,9,10.3,6,0,0,3,48,Conocimiento,Ambicioso,Atletismo,Adulto_Joven,Departamento,Oasis_Springs,67.3,0
8,36527,0,5,1,0,10.6,5,3,1.0,2,0,4,4,43,Naturaleza,Creativo,Arte,Adolescente,Departamento,Del_Sol_Valley,79.0,1
4,48751,10,3,1,1,7.5,5,3,4.5,9,0,6,8,42,Familia,Creativo,Ingeniería,Niño,Casa_Familiar,San_Myshuno,62.2,0
9,15715,7,18,0,0,11.7,5,6,10.0,2,0,6,2,44,Fama,Sociable,Arte,Adolescente,Compartido,San_Myshuno,76.6,1
5,98779,7,7,0,3,8.8,5,6,3.3,10,1,10,6,36,Fama,Perezoso,Arte,Adulto_Joven,Casa_Familiar,Windenburg,77.6,1
2,51795,9,16,1,4,1.2,0,10,1.2,7,0,9,8,3,Familia,Ermitaño,Atletismo,Niño,Compartido,Windenburg,71.4,1
6,78708,4,10,0,4,8.8,4,9,0.6,6,0,1,0,10,Conocimiento,Alegre,Atletismo,Niño,Casa_Propia,San_Myshuno,82.1,1
3,61140,1,15,1,0,1.1,2,3,2.4,3,1,8,1,2,Familia,Ermitaño,Derecho,Adolescente,Departamento,Willow_Creek,57.7,0
2,5189,0,1,1,4,5.2,1,9,2.7,0,1,2,7,42,Creatividad,Ambicioso,Derecho,Niño,Departamento,Windenburg,41.3,0
2,69641,10,11,0,2,5.1,5,3,8.9,1,1,3,6,3,Creatividad,Artístico,Educación,Niño,Departamento,Pleasantview,51.6,0
4,36469,6,19,1,0,13.8,4,8,0.2,6,1,10,10,17,Atletismo,Artístico,Tecnología,Adulto_Joven,Casa_Familiar,Oasis_Springs,72.5,1
1,60003,8,20,1,0,1.8,5,9,6.7,6,1,9,7,10,Atletismo,Ermitaño,Tecnología,Adulto,Departamento,Willow_Creek,59.1,0
1,56006,4,4,1,0,11.9,2,6,11.1,5,1,1,5,11,Atletismo,Alegre,Ingeniería,Adulto_Joven,Casa_Propia,Willow_Creek,49.1,0
6,78497,1,16,1,2,4.3,0,3,11.3,10,1,6,5,16,Conocimiento,Ermitaño,Arte,Niño,Compartido,Windenburg,55.1,0
1,22497,8,19,0,3,6.7,1,4,7.2,0,0,4,0,48,Conocimiento,Alegre,Medicina,Adolescente,Departamento,Oasis_Springs,98.2,1
8,96984,8,15,0,2,12.4,1,9,4.8,4,0,4,10,38,Riqueza,Ermitaño,Arte,Niño,Casa_Propia,Oasis_Springs,79.5,1
10,40395,8,8,1,0,5.9,1,3,3.9,2,0,5,1,11,Atletismo,Artístico,Tecnología,Adulto,Casa_Familiar,Del_Sol_Valley,77.0,1
2,71945,5,2,0,1,9.5,5,2,6.4,7,1,10,4,32,Atletismo,Sociable,Ingeniería,Adolescente,Casa_Familiar,Oasis_Springs,59.6,0
